tweet_id,text,created_at,user_id,like_count,retweet_count,engagement_rate,lang,export_timestamp,dataset_version
2001517888461787404,"10K??? Allahu Akbar, capek demi Allah tiap hari sama gebrakan pemerintah",2025-12-18 05:00:25,106677050,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517877615300702,"@salam4jari Giliran buat rakyat cuma 10k, kalo pejabat sampe ratusan ribu per hari. Dzolim bgt pemerintah ini",2025-12-18 05:00:23,1662281761240518657,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517842467033232,"kejadian hari ini di poli jiwa, px dengan skizoafektif baru assesment awal uda memaki pemerintah dan bahas illegal logging ""saya mangkel banget sama presiden, setiap hari rasa mangkel saya bertambah. negara jadi hancur"". 😭😭😭",2025-12-18 05:00:14,1444875435037249540,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517828730728929,"DPR meminta pemerintah tak hanya mengandalkan operasi pasar saja saat momen Nataru. Operasi pasar yang kerap dilakukan pemerintah, sering tidak tepat sasaran dan merugikan para pedagang. https://t.co/KhSXHcUmHF",2025-12-18 05:00:11,238091066,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517809239486933,"Pemerintah menyerap 40 ton cabai petani Aceh, 15 ton diantaranya dikirim ke Jakarta via pesawat Hercules TNI AU. Simak berita selengkapnya dengan klik link. https://t.co/tVBBsrGQ8V #PanenNews #PetaniBangkit #CabaiAceh #KetahananPangan #NegaraHadir #AmranSulaiman #HargaPangan https://t.co/CvVc3ih5dd",2025-12-18 05:00:06,1182569685981659136,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517805691375818,"Pemerintah Kota Makassar menetapkan larangan petasan, konvoi kendaraan, dan aktivitas yang berpotensi mengganggu ketertiban umum, sebagai langkah menjaga keamanan kota sekaligus bentuk empati kepada saudara-saudara kita yang tengah tertimpa bencana, khususnya di Sumatra dan Aceh.",2025-12-18 05:00:05,1416751270665232384,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517783683596605,Kementerian Ketenagakerjaan mengumumkan Peraturan Pemerintah (PP) Pengupahan telah ditandatangani Presiden Prabowo Subianto pda Selasa (16/12/2025). PP tersebut akan menjadi acuan dalam penentuan kenaikan Upah Minimum Provinsi (UMP) tahun 2026. #detikfinance #UMR2026 https://t.co/YiQDKpcsyU,2025-12-18 05:00:00,135795460,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517776595489048,Semua dirangkum dalam satu kata 'Pemerintah',2025-12-18 04:59:58,1993599835317194752,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517763379200414,@adarwis Yg di demo itu hrsnya pemerintah pusat yg semakin ke sini semakin goblokkkkkkk dan bangsat,2025-12-18 04:59:55,51793579,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517686434763016,Hari Hari baca berita udah gag kaget dengan ketolololan pemerintah ini. Anjir 10 RB dapat apa? Malu gag sie ini para pejabat kalau diberitain ke media international. Bisa2nya zalim banget u,2025-12-18 04:59:37,1764379494629212160,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
